id,num_words,avg_num_words_per_sentence,avg_num_syllables_per_word,dale_chall_readability_score,num_sentences,flesch_kincaid_grade,text_len,automated_readability_index,flesch_reading_ease,avg_words_len,avg_sentences_len,standard_error,target
9ce1ddb37,177,29.5,1.2429378531073447,7.62,6,15.8,969,21.8,60.35,5.47457627118644,161.5,0.56888508,-1.4926489090000001
3723e3a8f,177,29.5,1.3163841807909604,7.8,6,13.6,984,17.7,60.92,5.559322033898305,164.0,0.53791779,-1.18578775
57e274d73,161,23.0,1.2857142857142858,6.74,7,8.7,857,10.5,73.51,5.3229813664596275,122.42857142857143,0.45402302,-1.1012952120000001
10c0e9378,200,18.181818181818183,1.365,7.07,11,8.0,1124,9.5,69.92,5.62,102.18181818181819,0.527605413,-1.9681844730000002
074f70bbe,186,18.6,1.2795698924731183,6.34,10,7.0,1022,9.2,77.98,5.494623655913978,102.2,0.458163163,-0.206408222
dd8a9d2f4,172,21.5,1.4127906976744187,6.17,8,9.3,992,11.8,66.57,5.767441860465116,124.0,0.47503306799999995,-1.702971145
833efe648,159,31.8,1.3647798742138364,7.4,5,13.3,912,16.8,56.12,5.735849056603773,182.4,0.51309025,-2.315611548
26d07b3b3,154,30.8,1.2532467532467533,7.11,5,11.8,837,14.9,65.59,5.435064935064935,167.4,0.523394688,-0.235148658
10079320a,145,24.166666666666668,1.5241379310344827,8.43,6,11.5,887,14.8,55.37,6.117241379310345,147.83333333333334,0.473492851,-1.679509559
6980ceba4,171,15.545454545454545,1.2748538011695907,7.61,11,16.4,946,21.4,53.41,5.5321637426900585,86.0,0.465056986,-0.451994374
5c5d57c8a,189,23.625,1.3280423280423281,7.06,8,9.0,1032,11.4,72.9,5.4603174603174605,129.0,0.456729006,-0.093604041
97cfc08c1,179,13.76923076923077,1.2122905027932962,6.88,13,10.2,1001,15.3,75.07,5.592178770949721,77.0,0.475720661,-0.365378816
664ef8cdd,173,28.833333333333332,1.3526011560693643,7.35,6,12.2,948,14.1,59.16,5.479768786127168,158.0,0.456535215,-0.6903078840000001
0cdf53452,195,17.727272727272727,1.4461538461538461,7.47,11,9.4,1108,11.5,66.37,5.682051282051282,100.72727272727273,0.521125829,-2.461999582
0921dcfa3,159,19.875,1.3081761006289307,6.91,8,7.5,889,10.2,76.66,5.591194968553459,111.125,0.47338624799999995,-1.186614667
a45668166,168,21.0,1.1964285714285714,6.18,8,6.8,870,8.8,84.0,5.178571428571429,108.75,0.46906717299999995,-0.007393824
ed7084c72,199,18.09090909090909,1.2512562814070352,5.96,11,6.8,1050,7.8,78.48,5.276381909547739,95.45454545454545,0.472213416,-2.01911713
e9a3ac07b,155,19.375,1.303225806451613,6.24,8,5.8,855,7.6,81.12,5.516129032258065,106.875,0.488731772,-0.41655201799999997
cc053446f,173,17.3,1.4797687861271676,7.05,10,9.6,995,10.6,60.45,5.7514450867052025,99.5,0.522564257,-2.62550662
df9a91b62,166,13.833333333333334,1.3012048192771084,7.14,12,5.6,975,9.2,81.53,5.873493975903615,81.25,0.51729887,-2.457151723
72abfc738,145,14.5,1.4965517241379311,7.4,10,7.8,860,9.1,65.22,5.931034482758621,86.0,0.46328518799999996,-0.951697208
cf051fa19,195,15.0,1.2205128205128206,6.08,13,4.4,1025,6.2,90.09,5.256410256410256,78.84615384615384,0.458887935,-0.6467511020000001
b81d4f07a,142,28.4,1.232394366197183,6.38,5,9.6,719,11.9,76.49,5.063380281690141,143.8,0.483333212,-0.057672423
2fd1bc415,142,23.666666666666668,1.2887323943661972,6.82,6,10.8,796,14.6,68.03,5.605633802816901,132.66666666666666,0.472332831,-0.36066138
17f811ae2,164,12.615384615384615,1.329268292682927,7.05,13,6.1,929,8.9,80.21,5.664634146341464,71.46153846153847,0.47919998,-0.8766493870000001
fb249919c,162,23.142857142857142,1.3580246913580247,7.41,7,9.9,910,11.9,64.95,5.617283950617284,130.0,0.477745374,-0.8394347240000001
dd679b1ae,189,27.0,1.2328042328042328,6.31,7,9.1,978,11.8,77.91,5.174603174603175,139.71428571428572,0.48106538299999996,-0.634326216
9fcd7cf25,184,26.285714285714285,1.2934782608695652,6.91,7,10.0,1007,12.9,70.16,5.4728260869565215,143.85714285714286,0.466951209,-1.035478244
11e21679d,153,15.3,1.3790849673202614,7.16,10,7.6,848,8.6,71.14,5.542483660130719,84.8,0.5017561070000001,-0.44031321100000004
bf2b74953,195,17.727272727272727,1.3025641025641026,7.29,11,10.6,1111,14.7,68.54,5.697435897435898,101.0,0.458410321,-1.461300604
e2633499a,198,19.8,1.3585858585858586,7.75,10,13.8,1082,16.2,54.9,5.4646464646464645,108.2,0.46786563,-1.2466535090000002
d015b4eb7,145,36.25,1.4,10.06,4,29.2,841,37.5,14.81,5.8,210.25,0.49533369899999996,-2.1585144990000003
d80263492,169,21.125,1.378698224852071,6.7,8,10.3,936,12.1,63.93,5.538461538461538,117.0,0.473328727,-0.151042306
5a237df4a,194,24.25,1.190721649484536,2.66,8,13.7,1016,18.0,65.93,5.237113402061856,127.0,0.47831051,-0.887361895
16e883aee,187,15.583333333333334,1.3850267379679144,6.94,12,7.0,1042,7.9,72.56,5.572192513368984,86.83333333333333,0.466641807,-1.061181523
c25c2e48c,173,43.25,1.346820809248555,9.93,4,33.5,965,43.5,9.06,5.578034682080925,241.25,0.46802062,-0.722882817
4563a70ca,147,29.4,1.2993197278911566,7.57,5,11.2,812,14.6,67.01,5.523809523809524,162.4,0.456101105,-0.662764496
eb45f741d,161,32.2,1.2919254658385093,7.0,5,12.3,852,15.0,64.17,5.291925465838509,170.4,0.44624896299999994,-1.008790802
687eb6e91,167,15.181818181818182,1.4790419161676647,7.96,11,8.6,994,10.3,62.98,5.952095808383233,90.36363636363636,0.501300376,-2.1889146580000003
df052152b,151,25.166666666666668,1.3841059602649006,7.4,6,10.8,861,13.4,62.82,5.701986754966887,143.5,0.496717714,-1.758594754
865e80e6a,198,28.285714285714285,1.3333333333333333,7.19,7,10.8,1036,12.7,68.13,5.232323232323233,148.0,0.477183795,-1.095873973
4a50c22ba,186,13.285714285714286,1.2365591397849462,5.93,14,4.6,1014,7.4,89.58,5.451612903225806,72.42857142857143,0.49828052,-1.713306482
79cafacb6,172,14.333333333333334,1.2732558139534884,5.68,12,6.5,920,7.7,79.4,5.348837209302325,76.66666666666667,0.475242192,-0.85532196
8b31124fd,180,22.5,1.2333333333333334,6.67,8,8.6,948,11.5,79.23,5.266666666666667,118.5,0.47891690600000003,-1.556397958
5129ab90e,182,20.22222222222222,1.2802197802197801,7.44,9,13.9,977,17.4,59.91,5.368131868131868,108.55555555555556,0.484307881,-1.034282779
5db0d38de,171,19.0,1.0760233918128654,3.29,9,19.6,834,25.3,55.92,4.87719298245614,92.66666666666667,0.46887749799999995,-0.374275101
f745bb842,165,15.0,1.3151515151515152,6.53,11,9.0,931,12.3,72.9,5.642424242424243,84.63636363636364,0.48504127399999997,-0.37796017299999995
5b786d0b1,186,15.5,1.2526881720430108,6.19,12,11.8,1012,15.0,65.39,5.440860215053763,84.33333333333333,0.48278705200000005,-1.143987806
59e6b07ad,173,15.727272727272727,1.2023121387283238,5.32,11,5.3,920,7.6,87.76,5.317919075144508,83.63636363636364,0.48019619700000005,-1.5365386909999998
2cc7ad1da,135,19.285714285714285,1.162962962962963,2.7,7,16.1,697,20.7,59.64,5.162962962962963,99.57142857142857,0.47420192899999997,-0.455012507
dab96a9ab,163,27.166666666666668,1.177914110429448,8.07,6,19.7,846,25.5,50.2,5.190184049079755,141.0,0.46398624200000005,-0.8558477640000001
82eba3cf1,197,14.071428571428571,1.248730964467005,5.59,14,4.5,1012,5.6,89.89,5.137055837563452,72.28571428571429,0.48846862399999996,-0.610791351
4331e23fb,143,15.88888888888889,1.3496503496503496,7.82,9,10.9,796,14.4,67.83,5.566433566433567,88.44444444444444,0.462133265,-1.4784161930000002
472447dbf,192,19.2,1.3072916666666667,6.17,10,8.1,1032,9.9,75.24,5.375,103.2,0.475917634,-0.129115374
3985c8e37,155,38.75,1.335483870967742,7.42,4,11.8,932,17.8,65.39,6.012903225806451,233.0,0.465561241,-1.033506428
a1864cd44,148,24.666666666666668,1.1891891891891893,6.33,6,13.0,815,18.5,67.76,5.506756756756757,135.83333333333334,0.54999546,0.877184835
a5c22fbff,156,17.333333333333332,1.2179487179487178,5.51,9,5.3,816,7.2,87.76,5.230769230769231,90.66666666666667,0.438978885,-0.714561333
424abc511,161,32.2,1.3788819875776397,7.22,5,11.4,909,13.9,61.19,5.645962732919255,181.8,0.534529785,-0.714391937
d031fb6b8,171,28.5,1.327485380116959,7.27,6,10.9,953,14.4,67.93,5.573099415204679,158.83333333333334,0.49005008200000005,-1.572265988
344524c76,179,17.9,1.318435754189944,6.48,10,7.5,961,9.2,76.66,5.368715083798882,96.1,0.492994759,-1.333634907
79fb5f325,182,18.2,1.2692307692307692,6.42,10,8.6,988,10.8,73.71,5.428571428571429,98.8,0.466927285,-1.860140006
38548788f,195,16.25,1.2256410256410257,5.98,12,4.9,1038,7.1,88.77,5.323076923076923,86.5,0.459181551,-0.548446675
d6461df4e,194,17.636363636363637,1.2628865979381443,7.03,11,12.3,1064,15.9,64.07,5.484536082474227,96.72727272727273,0.473141718,-1.083722413
669b6d8e1,165,9.166666666666666,1.3212121212121213,5.79,18,6.2,1010,11.1,80.11,6.121212121212121,56.111111111111114,0.48992790700000005,-1.215512674
76f4e081f,152,19.0,1.3157894736842106,6.24,8,7.2,847,9.7,77.57,5.572368421052632,105.875,0.462168,-0.802785602
7aad3c01f,140,28.0,1.3071428571428572,7.51,5,10.7,812,15.3,68.44,5.8,162.4,0.49517044,-1.964773354
1eafabcd1,176,35.2,1.2443181818181819,7.36,5,12.3,977,17.6,69.59,5.551136363636363,195.4,0.49035660799999997,-1.237728792
13c214c34,166,27.666666666666668,1.108433734939759,4.78,6,29.8,813,38.4,29.53,4.897590361445783,135.5,0.47104469,0.384222695
3b3d2bad7,181,20.11111111111111,1.3977900552486189,7.43,9,8.8,1057,11.5,67.99,5.8397790055248615,117.44444444444444,0.454724178,-1.16337267
2490e8a15,183,18.3,1.180327868852459,6.27,10,10.5,962,14.0,74.36,5.256830601092896,96.2,0.475316674,0.572044972
68f464a42,194,32.333333333333336,1.190721649484536,2.25,6,11.2,988,14.1,72.53,5.092783505154639,164.66666666666666,0.48524308299999996,-0.492691685
1e1bc114d,194,17.636363636363637,1.1855670103092784,5.6,11,7.0,1003,9.1,83.39,5.170103092783505,91.18181818181819,0.520044345,-0.290306006
6525f8ffd,169,24.142857142857142,1.2011834319526626,5.95,7,8.0,881,10.5,80.85,5.21301775147929,125.85714285714286,0.507271585,0.604258906
f317805ab,152,19.0,1.138157894736842,5.51,8,4.8,784,7.7,94.49,5.157894736842105,98.0,0.522753723,-1.73683059
2cc85e648,157,19.625,1.178343949044586,6.04,8,8.8,802,11.1,78.72,5.10828025477707,100.25,0.494941278,0.17861529199999998
61e97c2ce,178,19.77777777777778,1.1629213483146068,5.72,9,7.3,894,8.7,82.68,5.022471910112359,99.33333333333333,0.46970495,-1.5578101640000002
